COUNTRY_PERIOD_INDEX,WB-WDI-NY.ADJ.DPEM.GN.ZS,IMF-FM-GGR_G01_GDP_PT,IMF-FM-G_X_G01_GDP_PT,WB-WDI-NY.GDP.PCAP.CD
ARG-2020,0.159898149539596,33.8051683819823,42.4792397749966,8500.83793850534
ARG-2021,0.141800539495935,33.5504133265646,37.8833652553928,10650.8604604345
ARM-1990,0.719942362783676,,,634.567327610033
ARM-1991,0.734450407572666,,,572.16176273095
ARM-1992,1.3098786612193,,,356.082212590475
ARM-1993,1.0864376475573,,,347.466463257033
ARM-1994,0.934814799779476,26.1517794431552,,389.825286464953
ARM-1995,0.707495519334369,17.8368105851476,,441.89400183385
ARM-1996,0.59217394755996,15.4095018367869,,484.091640977405
ARM-1997,0.543489452891151,15.7506767075833,,501.156515236364
ARM-1998,0.520385957430154,17.1461314779832,,584.384267258527
ARM-1999,0.516534857986285,19.3344693981034,,575.62847915563
ARM-2000,0.4831740486126,16.4944073767066,,603.298025247115
ARM-2001,0.457879080341199,17.0460162153042,,676.150011307766
ARM-2002,0.412483325579765,16.7439551861948,,765.31617768154
ARM-2003,0.383027279814515,15.2165957082133,,910.171261745184
ARM-2004,0.369268349465456,15.4567698044697,,1166.63820390025
ARM-2005,0.357541125921025,17.8947834893953,,1608.16340758242
ARM-2006,0.350677400577804,18.0500508007589,20.0004473702871,2109.5263835731
ARM-2007,0.331629090493059,20.0854295932846,22.4196605760355,3064.27996263859
ARM-2008,0.33585427459698,20.4794494891525,22.2359739598487,3908.94906011431
ARM-2009,0.415679146261329,20.8670122811223,28.5534770093814,2917.36624185176
ARM-2010,0.431836566219672,21.2211032074248,26.2005281738683,3143.0294799683
ARM-2011,0.40834784370207,22.0895185244645,24.9643722532558,3462.68177840431
ARM-2012,0.374470739630603,20.9213906384344,22.4147950072502,3643.71540108565
ARM-2013,0.348930062653778,22.2037939997601,23.7966795538109,3833.15707396348
ARM-2014,0.339520921003861,22.0480311110212,23.9907241946286,4017.22991449473
ARM-2015,0.344835913660967,21.493942240203,26.3307916456534,3666.14182210905
ARM-2016,0.349326223189041,21.4155002810613,27.047809017437,3679.95234740376
ARM-2017,0.309436927832422,21.2416229137719,26.0266765034797,4041.99507105058
ARM-2018,0.290197558504447,22.2981729330872,24.0497680897729,4391.92326991474
ARM-2019,0.273264685803856,23.9249874089335,24.9022883519194,4828.50488626598
ARM-2020,0.299886906189266,25.2455372283381,30.648284451942,4505.86774175695
ARM-2021,0.28788658786006,24.0830234063316,28.6665430124224,4972.78320361917
AUS-1990,0.0520475230154094,,,18248.9407092421
AUS-1991,0.0483741731833029,30.2712098290506,33.0593908041533,18859.4079561383
AUS-1992,0.0465898620952711,29.3122991320191,34.0571186965228,18623.7917363989
AUS-1993,0.0407144055086025,29.411594049866,34.1382913847951,17699.5577392784
AUS-1994,0.0390942926064547,29.9493307051562,33.7420600233147,18129.4021863239
AUS-1995,0.0373489603886413,31.0754505957758,33.6780605125874,20448.1219685874
AUS-1996,0.0356748846314925,32.088540426034,33.5444636640598,22021.7839065228
AUS-1997,0.0344391506575643,32.324126116348,32.8171375875852,23646.6230457327
AUS-1998,0.0327425367822709,34.3961752555549,34.6418999495011,21479.1142020092
AUS-1999,0.031016611106917,36.8846337784155,36.2189212559571,20712.6697805564
AUS-2000,0.0300987418936992,36.4636005516214,35.2132150567041,21870.4159669594
AUS-2001,0.0290547909170119,35.5878048813877,35.6180585881512,19695.7297379144
AUS-2002,0.0276628321298161,35.1066182156547,34.9140625099857,20301.8431713256
AUS-2003,0.0261570568741491,35.9591705955051,34.9083819770509,23718.1338501868
AUS-2004,0.0245128739467682,36.1596889724776,34.8365696625168,30836.7306824685
AUS-2005,0.0243602345390319,36.28301925929,34.5762333931405,34479.7679298388
AUS-2006,0.0238593337780569,36.3088610029328,34.5374296841194,36595.7071548423
AUS-2007,0.0236636989468009,35.7788359274672,34.3044381975366,41051.6120652288
AUS-2008,0.0228526267723452,33.9781796222798,35.078871809733,49701.2817843335
AUS-2009,0.0224859847156876,33.1907266379081,37.7536006148085,42816.5674002829
AUS-2010,0.0220287194424398,31.8347584361027,36.9504339802545,52147.0241942843
AUS-2011,0.0214754043164139,31.7825354921496,36.3084826986838,62609.6607161044
AUS-2012,0.020425208859697,33.0022805370642,36.5110553602516,68078.0442283168
AUS-2013,0.0202489856252415,33.5550347796334,36.3650265410943,68198.4193446869
AUS-2014,0.0205331874951731,33.8295785529871,36.74778669221,62558.2438786332
AUS-2015,0.02060770351351,34.4759462695416,37.2624071601575,56758.8692027821
AUS-2016,0.0195555004599189,34.86835516122,37.2926645339555,49918.7939327254
AUS-2017,0.0189466727440038,35.0590828992704,36.7771061260339,53954.553494614
AUS-2018,0.0194696116210383,35.6153846966022,36.8741969100106,57273.5204750079
AUS-2019,0.0198087497338142,34.5044912627808,38.9146123307311,55049.571919719
AUS-2020,0.0199810941604343,35.7114410113939,44.4442699178605,51868.2475567823
AUS-2021,0.0195393370567241,35.3983877887826,41.7614690145353,60697.2454358579
AUT-1990,0.115576908073411,,,21680.989623313
AUT-1991,0.112512195024334,44.8945302261704,47.856335811016,22410.9117666654
AUT-1992,0.109950736021431,47.1237606513423,49.2722056333342,24880.1641180361
AUT-1993,0.110054016714634,49.7397368093629,54.3066745640444,24081.5277928004
AUT-1994,0.115732584655806,49.2747887752611,54.3157782719978,25646.7006591684
AUT-1995,0.112071772018367,49.9541197496977,56.1284463267894,30325.8495818396
AUT-1996,0.104134662462373,51.5542031894565,55.9352854630253,29809.0767730821
AUT-1997,0.0912461379045778,50.1554915440356,52.539254984724,26705.4785993891
AUT-1998,0.0846996319894919,51.6672521669485,54.3506682384703,27361.8751106437
AUT-1999,0.0807808234826739,47.8714598773792,50.4996183488046,27183.4759263956
AUT-2000,0.0784673968371964,48.8654035558184,50.9402665074753,24625.6007227434
AUT-2001,0.0723174800760015,51.1028461531098,51.8153303068332,24558.7636778868
AUT-2002,0.0687502895056423,50.1861717133618,51.6118369756882,26527.5930910347
AUT-2003,0.0645638313578487,49.923701471924,51.7624135840008,32294.0488606559
AUT-2004,0.0555387995662144,49.3752226744885,54.3161539142693,36889.2335135194
AUT-2005,0.056776105655953,49.0844247191456,51.6724455627984,38417.4577857677
AUT-2006,0.0543976524860048,48.3116838188179,50.9202297114768,40669.3269586152
AUT-2007,0.0570636621498012,48.1594475284559,49.7200293967362,46915.3374004507
AUT-2008,0.056475110914321,48.8325700317496,50.4042882860904,51919.9835754226
AUT-2009,0.0612116642840292,49.2168170295531,54.5973247317868,48153.3240199631
AUT-2010,0.0586796415381094,48.892265480839,53.3571432943854,46903.7615854343
AUT-2011,0.0537229958184245,48.8588820805336,51.3406525226087,51442.2762464407
AUT-2012,0.0516683022860833,49.5768335895011,51.7534699519314,48564.9173350875
AUT-2013,0.0515732239453153,50.4349894471121,52.427568956483,50731.1272541847
AUT-2014,0.0495674796424296,50.4726557601115,52.3959342456259,51786.3771747905
AUT-2015,0.0472687385292763,50.7390739395498,51.2155657902237,44195.8175947748
AUT-2016,0.0428719850843334,49.1883248792335,50.6396877742217,45307.5878620429
AUT-2017,0.0399212035299169,49.0453311494388,49.8210021429647,47429.1584564387
AUT-2018,0.0405377936688461,49.3880765338793,49.1928956236161,51466.5565633634
AUT-2019,0.0398440191397737,49.6102164531921,49.0742135338589,50067.5857265892
AUT-2020,0.0424191068028615,49.1083906384632,57.3128427560207,48789.4978498872
AUT-2021,0.041368945131589,50.3330485207841,56.0265916947479,53517.8904509612
AZE-1993,1.94947575047757,,,209.530954548425
AZE-1994,2.31918377297857,,,157.063549947072
AZE-1995,2.17617795350663,17.5717124379042,18.9118005436311,314.55801908334
AZE-1996,1.62488629624322,17.585989240209,19.8391885807106,409.185543774103
AZE-1997,1.18320214316856,17.5867424286462,18.5237107587901,505.516204188336
AZE-1998,0.849971530053149,20.3526876180405,18.7214975283362,561.906807871869
AZE-1999,0.658492985183283,18.4719842100523,19.504770687083,573.893528734031
AZE-2000,0.590378431473567,18.3844340815159,18.239706564083,655.097249579917
AZE-2001,0.517879970756317,38.5488573772026,16.7848117562916,703.670998584686
AZE-2002,0.470479983949194,42.53187120734,23.138784066899,763.108895463487
AZE-2003,0.436779187047474,23.2666780661862,21.6620518074467,883.692580745256
AZE-2004,0.418657778345342,25.9972895594476,24.2158514723888,1045.0136328106
AZE-2005,0.371170553416746,25.2387773703334,22.4979584514275,1578.36733030667
AZE-2006,0.298029855807372,25.9620454294737,25.2990802969056,2472.95725732287
AZE-2007,0.238661960705279,28.4048353801943,26.0677266705262,3851.33015175141
AZE-2008,0.215354415914162,48.6328371311402,31.4390177364146,5574.46810432575
AZE-2009,0.205248271701264,40.3629214078261,34.506352599752,4950.39949009423
AZE-2010,0.229729684576817,45.7892849146356,31.9580403893046,5843.5337683582
AZE-2011,0.224176166442123,44.594260468108,33.7346195538518,7189.81869211976
AZE-2012,0.218474858656871,40.3419166716901,36.6364366441689,7495.86527658099
AZE-2013,0.201583575119881,39.4228167250003,37.7793416257564,7875.34536661549
AZE-2014,0.186029125548169,39.1165318972283,36.3741925184293,7890.84028062087
AZE-2015,0.190130566348169,33.8660947647814,38.6991373576462,5500.50364628486
AZE-2016,0.200920003857584,34.2550985194965,35.4250205800409,3880.6852276838
AZE-2017,0.198489287870337,34.2292260399606,35.571451728956,4147.1981423222
AZE-2018,0.196814342953999,38.6119371053708,33.1829190371524,4739.7943123408
AZE-2019,0.187781599307025,41.4748872462611,32.520031319007,4805.75371765917
AZE-2020,0.178931899616909,33.716210165982,40.1565627758295,4229.91064904503
AZE-2021,0.166207112167804,36.3729645734719,32.167671787738,5408.04535175023
BDI-1990,4.7852972340425,,,206.444928267383
BDI-1991,4.39945097592538,27.1836008869413,22.3635366671775,208.656723378432
BDI-1992,4.1314938197531,25.5448731738987,30.3911563121107,188.581166847581
BDI-1993,4.43742417312752,26.5417482705523,27.9605825871946,168.964075594911
BDI-1994,4.23685382029044,20.5005344478362,22.5507635484156,165.585934674604
BDI-1995,4.25003731189392,21.4174272974854,25.7430980836586,168.627167702793
BDI-1996,4.24779074218734,18.4227168026064,28.4491387750868,146.536182541744
BDI-1997,4.02273712396667,16.6402919389981,21.8557280517367,164.233445666936
BDI-1998,3.63941279118503,18.047838478657,23.2081145883726,148.089542628487
BDI-1999,3.54685945982486,17.4516099143866,23.5966009589502,130.753023919327
BDI-2000,3.41297890465443,18.2109964358128,24.6457127866247,138.004617225366
BDI-2001,3.43700567716149,16.6810041955856,25.4019481246117,135.606475784646
BDI-2002,3.42131117348943,18.6878079288315,24.068954138565,124.139301558193
BDI-2003,3.53507800949626,21.7300747261653,36.4678713608245,114.36700716216
BDI-2004,3.50506549819254,25.3438897973212,40.8039474431696,128.538422519456
BDI-2005,3.57212626374916,22.5867354579594,33.1423182238025,151.188541005904
BDI-2006,3.41396872779011,26.549903894964,36.4736710354616,166.276245228761
BDI-2007,3.16154933296739,36.4547770894902,38.9652660124184,170.706876502428
BDI-2008,2.86507510530359,38.4584305092408,41.162680732101,194.710634644444
BDI-2009,2.60138932026634,32.8429908520812,37.9878834539509,204.544755595219
BDI-2010,2.33632805437376,37.2067614684867,40.844053202997,222.660583208376
BDI-2011,2.23849127322149,38.6956158974724,42.1865964180804,236.451347486235
BDI-2012,2.15979312958926,33.7502116875284,37.5440946577353,238.205945258781
BDI-2013,2.08374428656323,32.8703282744131,34.7692482044066,241.547665709857
BDI-2014,2.01065384585494,24.5294204371375,28.4585492135124,257.818557410131
BDI-2015,2.04654985660121,15.6086119509188,23.1679108659937,289.359627206129
BDI-2016,2.01006461896876,15.4628970477906,22.5743937271608,242.539527292978
BDI-2017,1.98908699576931,19.0870885772999,24.0933670346167,244.14542219677
BDI-2018,2.00452788366074,19.359656993327,26.0186509255322,232.060616627711
BDI-2019,1.94326753907615,22.3999519896062,28.8021698096012,216.972970900616
BDI-2020,1.90930931596103,23.0842110339638,29.4149351970698,216.827417481114
BDI-2021,1.8557326724591,25.0935168405669,30.3356806805062,221.157803429854
BEL-1990,0.130621448085675,,,20600.3752789827
BEL-1991,0.124891352431489,47.9529523212108,55.6250464912627,21041.6606519648
BEL-1992,0.121851966463192,47.4917785307823,55.9115864432334,23372.619171015
BEL-1993,0.114451418931038,49.3492068155547,57.0576852211409,22283.9360213551
BEL-1994,0.109725844124663,49.3724880014742,54.6601038828067,24208.5547931447
BEL-1995,0.107283298287232,48.1362535037294,52.6447812247613,28413.8264387368
BEL-1996,0.101654869380329,49.0494101396252,53.0519674456806,27489.5551770488
BEL-1997,0.0939335098241902,49.4504709929898,51.6017331471078,24820.9380503896
BEL-1998,0.0872518756474679,49.934228626453,50.9594882729211,25338.4432934904
BEL-1999,0.0936902562946528,49.8481271769814,50.496475560031,25252.8019066564
BEL-2000,0.0833596620279228,49.3189690142603,49.3985396448966,23098.8865077401
BEL-2001,0.0814704300575514,49.6120453212779,49.3793860063934,23015.0712632462
BEL-2002,0.0763551783936538,49.8600208596366,49.9035699255274,25006.191397109
BEL-2003,0.0761060811480174,49.1829687661139,51.0471157641687,30655.2092679024
BEL-2004,0.0709383567111346,49.0802506569638,49.318779058015,35429.4077933344
BEL-2005,0.0747255524371396,49.1470372890978,51.8621970926051,36809.7013403619
BEL-2006,0.068830805117427,49.0289127205514,48.7893317258751,38705.1067959147
