COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,GEO_REGION,ADMIN_REGION,LENDING_TYPE,INCOME_GROUP,GE.EST,NY.GDP.PCAP.CD,DT.DOD.DLXF.CD,DT.DOD.DIMF.CD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,FS.AST.PRVT.GD.ZS,DT.DOD.DECT.GN.ZS,FR.INR.LEND,EN.URB.LCTY.UR.ZS,SP.POP.DPND,NY.GDP.MKTP.CD,EN.POP.DNST,FR.INR.DPST,NV.SRV.TOTL.ZS,BM.KLT.DINV.WD.GD.ZS,NY.GDS.TOTL.ZS,GC.XPN.TOTL.GD.ZS,SL.IND.EMPL.ZS,SP.POP.GROW,GC.TAX.INTT.RV.ZS,NE.RSB.GNFS.ZS,SL.UEM.INTM.ZS,NE.CON.GOVT.ZS,NY.GNS.ICTR.ZS,SL.TLF.CACT.ZS,FP.CPI.TOTL.ZG,GC.XPN.INTP.RV.ZS,BN.CAB.XOKA.GD.ZS,NE.GDI.TOTL.ZS,NE.TRD.GNFS.ZS,FR.INR.RINR,BG.GSR.NFSV.GD.ZS,NV.SRV.TOTL.KD.ZG,NY.GNP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG,BX.KLT.DINV.WD.GD.ZS,NV.IND.TOTL.KD.ZG
AFG-2016,2016,AFG,MEA,MNA,IDX,LIC,-1.29146802425385,522.082215583898,1964505964.6,276984771.4,24.6588345720126,34700612.0,3.88832174612488,14.1470450360055,15.0,44.6107858260018,92.8898712202104,18116572395.0772,53.2030296061205,,59.0232164144095,0.0773106868414427,,43.9227656125389,21.3484268966527,2.53571991833963,6.38124658696472,,,,,47.235,4.38389195513915,0.0915435039011171,-14.9501951919169,,,17.5839381624543,9.05292065533949,1.97948271204346,,2.26031420279821,0.516606084523093,-0.765914428667429
AFG-2017,2017,AFG,MEA,MNA,IDX,LIC,-1.38659679889679,525.469770891619,1997566648.7,284853905.2,24.8352821238871,35688935.0,3.84188120492596,14.5133427404056,14.8366666666667,44.1509557003099,91.2936186853936,18753456497.8159,54.7183278904681,,58.3290500097748,0.0600461881044499,,39.2201099807684,20.1948976002105,2.80833730805469,7.42258902892235,,16.155,,,47.305,4.97595150553833,0.109378878697681,-18.9559612272258,,,12.1411782956513,8.58068228236206,-0.682546329105719,,2.6470032027451,0.274796791572807,9.20679243694582
AFG-2018,2018,AFG,MEA,MNA,IDX,LIC,-1.50175786018372,491.337221382603,1970427923.6,274596496.6,24.9991645191406,36743039.0,3.51231703339133,14.6424246657516,,43.6752547751319,89.8496059758101,18053222687.4126,56.3344817012404,,59.4774229106653,0.214940580498669,,,19.3764202039082,2.91080959861384,,,,,,45.566,0.626149149168847,,-21.5852741164653,,,,11.638304710115,1.93817131049055,,1.18922812944517,0.661572217787196,11.0746416445024
AFG-2019,2019,AFG,MEA,MNA,IDX,LIC,-1.5191125869751,496.6025042585,1964900688.1,276923268.4,25.1437258839803,37856121.0,3.22995723026215,13.9496520351375,,43.2216879259299,88.5120276122222,18799444490.1128,58.0410606687825,,55.4728067408306,0.140009703959576,,,18.6092921833009,2.98438913621969,,,,,,43.814,2.30237251516834,,-20.1704643881064,,,,9.91813397763459,-1.38573516281275,,3.91160341625552,0.124495985291258,4.84886805836136
AFG-2020,2020,AFG,MEA,MNA,IDX,LIC,-1.61153948307037,510.787063366811,1976197755.2,628740557.2,25.2622103446137,39068979.0,3.09659808966059,15.1208585304773,,42.7726996030675,87.2478169146763,19955929052.1496,59.9006163469942,,52.5721090890613,0.186553469889349,-14.4125667930104,,18.4813133384578,3.15360920291972,,-25.8682602741689,12.157,22.1092193573017,-2.73776944122657,41.579,5.60188791482224,,-15.7183027911684,11.5,46.7098945514103,,9.0438454994653,-5.91675160405936,,-2.35110067203466,0.0649939571808755,-4.63025314891763
AFG-2021,2021,AFG,MEA,MNA,IDX,LIC,-1.67058789730072,356.496214115892,1925714305.2,1185327218.0,25.3478620272481,40000412.0,,24.7857399527695,,42.7622400830673,86.0834681804276,14259995441.0759,61.3286907992579,,47.160422387969,0.215925454725649,-9.74070711301084,,19.6166325981684,2.35609779179185,,-22.727410779653,9.459,21.2623843883974,,40.684,5.13320340824963,,,13.0,51.4117163747271,,,-30.0504451417962,-21.6273223437792,-20.7388393676343,0.144466946606861,-12.8087400556664
AFG-2022,2022,AFG,MEA,MNA,IDX,LIC,-1.88003480434418,357.261152798144,1877151114.8,1122111569.9,25.3939250580909,40578842.0,,23.3368489761511,,43.2612510130223,84.9624893289139,14497243872.1337,62.2155405301811,,45.0499087998591,0.0,-19.456991010884,,19.0365082146219,1.43570437048699,,-36.1253848053787,,21.8454919236646,,37.64,13.7121023720065,,,16.7,72.8854696086536,,,-6.48174850425876,-6.9053568653829,-6.24017199240269,0.0,-5.72521962070655
AFG-2023,2023,AFG,MEA,MNA,IDX,LIC,-1.98701369762421,413.757894705303,1874433293.3,1127013175.2,25.4730529631167,41454761.0,,19.8909368152618,,43.4541283148259,83.8361728436287,17152234636.8715,63.5585008355948,,46.3743698691993,0.0,-19.2855186503912,,19.2101817019298,2.13559384981397,,-33.8790889104381,,21.2145146604881,,37.588,-4.64470870797775,,,15.2924823859473,67.5846651516385,,,1.4819254607129,5.84003627623326,2.26694373649188,0.0,1.7963433248682
ALB-1999,1999,ALB,ECS,ECA,IBD,UMC,,1056.34481153033,599745362.1,144308798.7,40.8972844798541,3108778.0,,23.0141128417427,21.615,25.5828586619852,59.0642631536668,3283941510.49964,113.459051094891,12.9458333333333,45.4551517846673,0.0,7.32295945336238,,15.6087309242592,-0.63335227398725,,-16.9485515320372,,11.147365193997,19.5421402867081,62.061,0.389437653561628,,-4.73211838588308,24.2715109633495,49.8954184095195,18.3197049982099,14.0349637326481,16.7168484567077,15.7178134805801,12.2507281968475,1.25458994529204,20.1392523397319
ALB-2000,2000,ALB,ECS,ECA,IBD,UMC,-0.917780160903931,1160.42047054038,936964202.7,148425240.2,41.6135829609314,3089027.0,,30.4144117827728,22.1025,26.0869497570899,58.5977290277002,3584570164.85195,112.738211678832,8.3025,42.1159390377732,0.0,11.4918199574063,,16.1971843747112,-0.637356833943492,,-22.5483192476385,,9.73155830514379,29.2778299642183,61.163,0.0500181363468238,,-4.36035543487417,34.0401392244169,61.6092610436407,15.2785042512077,24.7895831057529,-3.39514425548973,8.68587937053633,7.46285871776054,3.9893207113692,27.2237987043213
ALB-2001,2001,ALB,ECS,ECA,IBD,UMC,,1326.41652388077,982052069.1,141638824.6,42.354513990929,3060173.0,,27.581686451568,19.6541666666667,26.5947392257359,57.8351705993426,4059064033.13379,111.685145985401,7.725,42.1990520460137,0.0,15.2077322977496,,16.3141121165524,-0.93847042771206,,-23.0203130206671,,10.5939074940139,32.3691913409345,60.132,3.10758827031434,,-5.35591452180558,38.2280453184166,64.2474462587009,15.3115950594671,24.4588405577212,7.28670720036371,9.57477112933032,8.8637306604876,5.10708868615592,21.2169670085571
ALB-2002,2002,ALB,ECS,ECA,IBD,UMC,-0.624333381652832,1479.83884572006,1007725253.8,144218235.1,43.1520419609419,3051010.0,,25.5397783430657,15.3041666666667,26.6817715386841,56.7367022110026,4515003116.68036,111.350729927007,8.53833333333333,40.8693014913812,0.0,12.9262426510554,23.9137599310471,16.8320593686626,-0.299876697084691,8.9033413818714,-25.6490931670533,7.482,11.2361484858024,29.1883840672743,59.61,7.77052583431552,16.4512416821838,-9.02590739072684,38.5753358181086,65.9914650336802,10.9719532137276,25.9625512919216,4.47547054757985,3.32379946780375,4.62839587394552,2.99003115858884,7.52532364555765
ALB-2003,2003,ALB,ECS,ECA,IBD,UMC,-0.563986718654633,1908.69900687608,1241958684.1,159415248.0,44.0295089223208,3039616.0,,26.0539897724531,14.2708333333333,26.7494216664375,55.6139978139615,5801712040.48463,110.934890510949,8.37549739428437,39.0975551528255,0.0,12.2266741080882,22.1505284536344,16.4085704094112,-0.374149169291299,8.30558773998592,-24.4954543387854,,11.0505142453075,29.3339744738154,58.557,0.484002611818478,17.8648667324977,-7.01197673066681,36.7221284326025,64.8232150960777,8.89419077403408,26.693325435282,0.762725552272613,5.80455567581627,5.33326426009945,3.06868730168473,11.7957429709768
ALB-2004,2004,ALB,ECS,ECA,IBD,UMC,-0.408371657133102,2446.90949947798,1434136801.2,169099897.6,44.9784925669394,3026939.0,,21.178413528974,11.7615218344487,26.797686621539,54.5211229067505,7406645793.44038,110.472226277372,6.60669485084465,39.5598988272926,0.183671566665206,14.3975133717522,22.1108409622779,17.3012615655709,-0.417931377925999,7.56435479469873,-21.9344338743268,,11.1885774385069,31.6642389460702,57.496,2.28001916938101,15.4899942074347,-4.83249013532297,36.3319472329288,65.0379383187697,8.40596001388623,29.1036629545615,4.54098114209374,6.4241170819991,5.26626173860785,4.60782278585291,7.11687149566509
