,INDICATOR NAME,INDICATOR DESCRIPTION,INDICATOR FREQUENCY 1,INDICATOR FREQUENCY 2,PROVIDER,DATASET
2692,ILCCDL_NRES_OTSOFC_FX_JPY_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Yen, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2693,ILCCDL_NRES_OTSOFC_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Yen, Euros",A,Q,IMF,BOP
2694,ILCCDL_NRES_OTSOFC_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2695,ILCCDL_NRES_OTSOFC_FX_OTH_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Other currencies, Of which One Year or Less, Euros",A,Q,IMF,BOP
2696,ILCCDL_NRES_OTSOFC_FX_OTH_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Other currencies, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2697,ILCCDL_NRES_OTSOFC_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2698,ILCCDL_NRES_OTSOFC_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2699,ILCCDL_NRES_OTSOFC_FX_USD_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in U.S. dollar, Of which One Year or Less, Euros",A,Q,IMF,BOP
2700,ILCCDL_NRES_OTSOFC_FX_USD_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in U.S. dollar, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2701,ILCCDL_NRES_OTSOFC_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2702,ILCCDL_NRES_OTSOFC_FX_USD_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2703,ILCCDL_NRES_OTSOFC_NC_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Domestic Currency, Of which One Year or Less, Euros",A,Q,IMF,BOP
2704,ILCCDL_NRES_OTSOFC_NC_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Domestic Currency, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2705,ILCCDL_NRES_OTSOFC_NC_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Domestic Currency, Euros",A,Q,IMF,BOP
2706,ILCCDL_NRES_OTSOFC_NC_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Denominated in Domestic Currency, US Dollars",A,Q,IMF,BOP
2707,ILCCDL_NRES_OTSOFC_UA_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Unallocated, Of which One Year or Less, Euros",A,Q,IMF,BOP
2708,ILCCDL_NRES_OTSOFC_UA_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Unallocated, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2709,ILCCDL_NRES_OTSOFC_UA_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Unallocated, Euros",A,Q,IMF,BOP
2710,ILCCDL_NRES_OTSOFC_UA_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - OFC, Unallocated, US Dollars",A,Q,IMF,BOP
2711,ILCCDL_NRES_OTSOTH_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Total, Of which One Year or Less, Euros",A,Q,IMF,BOP
2712,ILCCDL_NRES_OTSOTH_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Total, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2713,ILCCDL_NRES_OTSOTH_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Total, Euros",A,Q,IMF,BOP
2714,ILCCDL_NRES_OTSOTH_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Total, US Dollars",A,Q,IMF,BOP
2715,ILCCDL_NRES_OTSOTH_FX_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Foreign Currency, Of which One Year or Less, Euros",A,Q,IMF,BOP
2716,ILCCDL_NRES_OTSOTH_FX_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Foreign Currency, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2717,ILCCDL_NRES_OTSOTH_FX_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Foreign Currency, Euros",A,Q,IMF,BOP
2718,ILCCDL_NRES_OTSOTH_FX_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Foreign Currency, US Dollars",A,Q,IMF,BOP
2719,ILCCDL_NRES_OTSOTH_FX_JPY_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Yen, Of which One Year or Less, Euros",A,Q,IMF,BOP
2720,ILCCDL_NRES_OTSOTH_FX_JPY_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Yen, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2721,ILCCDL_NRES_OTSOTH_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Yen, Euros",A,Q,IMF,BOP
2722,ILCCDL_NRES_OTSOTH_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2723,ILCCDL_NRES_OTSOTH_FX_OTH_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Other currencies, Of which One Year or Less, Euros",A,Q,IMF,BOP
2724,ILCCDL_NRES_OTSOTH_FX_OTH_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Other currencies, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2725,ILCCDL_NRES_OTSOTH_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2726,ILCCDL_NRES_OTSOTH_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2727,ILCCDL_NRES_OTSOTH_FX_USD_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in U.S. dollar, Of which One Year or Less, Euros",A,Q,IMF,BOP
2728,ILCCDL_NRES_OTSOTH_FX_USD_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in U.S. dollar, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2729,ILCCDL_NRES_OTSOTH_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2730,ILCCDL_NRES_OTSOTH_FX_USD_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2731,ILCCDL_NRES_OTSOTH_NC_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Domestic Currency, Of which One Year or Less, Euros",A,Q,IMF,BOP
2732,ILCCDL_NRES_OTSOTH_NC_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Domestic Currency, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2733,ILCCDL_NRES_OTSOTH_NC_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Domestic Currency, Euros",A,Q,IMF,BOP
2734,ILCCDL_NRES_OTSOTH_NC_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Denominated in Domestic Currency, US Dollars",A,Q,IMF,BOP
2735,ILCCDL_NRES_OTSOTH_UA_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Unallocated, Of which One Year or Less, Euros",A,Q,IMF,BOP
2736,ILCCDL_NRES_OTSOTH_UA_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Unallocated, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2737,ILCCDL_NRES_OTSOTH_UA_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Unallocated, Euros",A,Q,IMF,BOP
2738,ILCCDL_NRES_OTSOTH_UA_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Other, Unallocated, US Dollars",A,Q,IMF,BOP
2739,ILCCDL_NRES_OTS_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Total, Of which One Year or Less, Euros",A,Q,IMF,BOP
2740,ILCCDL_NRES_OTS_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Total, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2741,ILCCDL_NRES_OTS_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Total, Euros",A,Q,IMF,BOP
2742,ILCCDL_NRES_OTS_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Total, US Dollars",A,Q,IMF,BOP
2743,ILCCDL_NRES_OTS_FX_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Foreign Currency, Of which One Year or Less, Euros",A,Q,IMF,BOP
2744,ILCCDL_NRES_OTS_FX_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Foreign Currency, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2745,ILCCDL_NRES_OTS_FX_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Foreign Currency, Euros",A,Q,IMF,BOP
2746,ILCCDL_NRES_OTS_FX_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Foreign Currency, US Dollars",A,Q,IMF,BOP
2747,ILCCDL_NRES_OTS_FX_JPY_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Yen, Of which One Year or Less, Euros",A,Q,IMF,BOP
2748,ILCCDL_NRES_OTS_FX_JPY_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Yen, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2749,ILCCDL_NRES_OTS_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Yen, Euros",A,Q,IMF,BOP
2750,ILCCDL_NRES_OTS_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2751,ILCCDL_NRES_OTS_FX_OTH_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Other currencies, Of which One Year or Less, Euros",A,Q,IMF,BOP
2752,ILCCDL_NRES_OTS_FX_OTH_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Other currencies, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2753,ILCCDL_NRES_OTS_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2754,ILCCDL_NRES_OTS_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2755,ILCCDL_NRES_OTS_FX_USD_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in U.S. dollar, Of which One Year or Less, Euros",A,Q,IMF,BOP
2756,ILCCDL_NRES_OTS_FX_USD_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in U.S. dollar, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2757,ILCCDL_NRES_OTS_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2758,ILCCDL_NRES_OTS_FX_USD_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2759,ILCCDL_NRES_OTS_NC_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Domestic Currency, Of which One Year or Less, Euros",A,Q,IMF,BOP
2760,ILCCDL_NRES_OTS_NC_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Domestic Currency, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2761,ILCCDL_NRES_OTS_NC_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Domestic Currency, Euros",A,Q,IMF,BOP
2762,ILCCDL_NRES_OTS_NC_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Denominated in Domestic Currency, US Dollars",A,Q,IMF,BOP
2763,ILCCDL_NRES_OTS_UA_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Unallocated, Of which One Year or Less, Euros",A,Q,IMF,BOP
2764,ILCCDL_NRES_OTS_UA_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Unallocated, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2765,ILCCDL_NRES_OTS_UA_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Unallocated, Euros",A,Q,IMF,BOP
2766,ILCCDL_NRES_OTS_UA_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Other Sectors - Total, Unallocated, US Dollars",A,Q,IMF,BOP
2767,ILCCDL_NRES_UA_1YOL_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Total, Unallocated, Of which One Year or Less, Euros",A,Q,IMF,BOP
2768,ILCCDL_NRES_UA_1YOL_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Total, Unallocated, Of which One Year or Less, US Dollars",A,Q,IMF,BOP
2769,ILCCDL_NRES_UA_BP6_EUR,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Total, Unallocated, Euros",A,Q,IMF,BOP
2770,ILCCDL_NRES_UA_BP6_USD,"Liabilities, Currency Composition of Debt Liabilities to Nonresidents by Sector, Total, Unallocated, US Dollars",A,Q,IMF,BOP
2771,ILCCFXD_NV_NRES_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Pay Foreign Currency, by Currency, Euros",A,Q,IMF,BOP
2772,ILCCFXD_NV_NRES_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Pay Foreign Currency, by Currency, US Dollars",A,Q,IMF,BOP
2773,ILCCFXD_NV_NRES_FX_EUR_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Euro, Euros",A,Q,IMF,BOP
2774,ILCCFXD_NV_NRES_FX_EUR_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Euro, US Dollars",A,Q,IMF,BOP
2775,ILCCFXD_NV_NRES_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Yen, Euros",A,Q,IMF,BOP
2776,ILCCFXD_NV_NRES_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2777,ILCCFXD_NV_NRES_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2778,ILCCFXD_NV_NRES_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2779,ILCCFXD_NV_NRES_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2780,ILCCFXD_NV_NRES_FX_USD_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Total, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2781,ILCCFXD_NV_NRES_ODC_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Pay Foreign Currency, by Currency, Euros",A,Q,IMF,BOP
2782,ILCCFXD_NV_NRES_ODC_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Pay Foreign Currency, by Currency, US Dollars",A,Q,IMF,BOP
2783,ILCCFXD_NV_NRES_ODC_FX_EUR_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Euro, Euros",A,Q,IMF,BOP
2784,ILCCFXD_NV_NRES_ODC_FX_EUR_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Euro, US Dollars",A,Q,IMF,BOP
2785,ILCCFXD_NV_NRES_ODC_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Yen, Euros",A,Q,IMF,BOP
2786,ILCCFXD_NV_NRES_ODC_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2787,ILCCFXD_NV_NRES_ODC_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2788,ILCCFXD_NV_NRES_ODC_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2789,ILCCFXD_NV_NRES_ODC_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2790,ILCCFXD_NV_NRES_ODC_FX_USD_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Deposit-taking Corporations, Except the Central Bank, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2791,ILCCFXD_NV_NRES_OTSOFC_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Pay Foreign Currency, by Currency, Euros",A,Q,IMF,BOP
2792,ILCCFXD_NV_NRES_OTSOFC_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Pay Foreign Currency, by Currency, US Dollars",A,Q,IMF,BOP
2793,ILCCFXD_NV_NRES_OTSOFC_FX_EUR_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Euro, Euros",A,Q,IMF,BOP
2794,ILCCFXD_NV_NRES_OTSOFC_FX_EUR_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Euro, US Dollars",A,Q,IMF,BOP
2795,ILCCFXD_NV_NRES_OTSOFC_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Yen, Euros",A,Q,IMF,BOP
2796,ILCCFXD_NV_NRES_OTSOFC_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2797,ILCCFXD_NV_NRES_OTSOFC_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2798,ILCCFXD_NV_NRES_OTSOFC_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2799,ILCCFXD_NV_NRES_OTSOFC_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2800,ILCCFXD_NV_NRES_OTSOFC_FX_USD_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - OFC, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2801,ILCCFXD_NV_NRES_OTS_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Pay Foreign Currency, by Currency, Euros",A,Q,IMF,BOP
2802,ILCCFXD_NV_NRES_OTS_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Pay Foreign Currency, by Currency, US Dollars",A,Q,IMF,BOP
2803,ILCCFXD_NV_NRES_OTS_FX_EUR_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Euro, Euros",A,Q,IMF,BOP
2804,ILCCFXD_NV_NRES_OTS_FX_EUR_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Euro, US Dollars",A,Q,IMF,BOP
2805,ILCCFXD_NV_NRES_OTS_FX_JPY_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Yen, Euros",A,Q,IMF,BOP
2806,ILCCFXD_NV_NRES_OTS_FX_JPY_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Yen, US Dollars",A,Q,IMF,BOP
2807,ILCCFXD_NV_NRES_OTS_FX_OTH_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Other currencies, Euros",A,Q,IMF,BOP
2808,ILCCFXD_NV_NRES_OTS_FX_OTH_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in Other currencies, US Dollars",A,Q,IMF,BOP
2809,ILCCFXD_NV_NRES_OTS_FX_USD_BP6_EUR,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in U.S. dollar, Euros",A,Q,IMF,BOP
2810,ILCCFXD_NV_NRES_OTS_FX_USD_BP6_USD,"Liabilities, Currency Composition of Foreign Currency Derivatives by Sector, Notional Value of Contracts with Nonresidents, Other Sectors - Total, Denominated in U.S. dollar, US Dollars",A,Q,IMF,BOP
2811,ILDDD_BP6_EUR,"Liabilities, Direct Investment, Debt Instruments, Direct Investor in Direct Investment Enterprises, Euros",A,Q,IMF,BOP
2812,ILDDD_BP6_USD,"Liabilities, Direct Investment, Debt Instruments, Direct Investor in Direct Investment Enterprises, US Dollars",A,Q,IMF,BOP
2813,ILDDF_BP6_EUR,"Liabilities, Direct Investment, Debt Instruments, Between Fellow Enterprises, Euros",A,Q,IMF,BOP
