COUNTRY_PERIOD_INDEX,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.PP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.KD.ZG,NE.GDI.TOTL.KD.ZG,NE.GDI.TOTL.ZS,NV.IND.TOTL.CD,NV.IND.TOTL.KD.ZG,NV.IND.TOTL.ZS,SL.IND.EMPL.ZS,NV.SRV.TOTL.CD,NV.SRV.TOTL.KD.ZG,NV.SRV.TOTL.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.MKTP.PP.CD,BG.GSR.NFSV.GD.ZS,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,NY.GDS.TOTL.ZS,NY.GNS.ICTR.ZS,NE.TRD.GNFS.ZS,GC.DOD.TOTL.GD.ZS,DT.DOD.DIMF.CD,GC.REV.XGRT.GD.ZS,GC.XPN.TOTL.GD.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,FR.INR.RINR,FM.LBL.BMNY.GD.ZS,FM.LBL.BMNY.ZG,BN.CAB.XOKA.CD,NE.IMP.GNFS.ZS,NE.EXP.GNFS.ZS,BN.CAB.XOKA.GD.ZS,GC.TAX.INTT.RV.ZS,BM.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,DT.DOD.DECT.GN.ZS,DT.DOD.DLXF.CD,DT.DOD.DSTC.CD,DT.TDS.DECT.CD,NE.RSB.GNFS.ZS,FI.RES.TOTL.MO,NE.EXP.GNFS.CD,NE.IMP.GNFS.CD,TX.VAL.TECH.CD,DT.TDS.DECT.GN.ZS,DT.DOD.DSTC.IR.ZS,GC.XPN.INTP.RV.ZS,GC.XPN.INTP.ZS,FR.INR.DPST,FR.INR.LEND,NE.CON.GOVT.ZS,NE.CON.PRVT.ZS,NE.CON.TOTL.ZS,NE.DAB.TOTL.ZS,FS.AST.DOMO.GD.ZS,SL.UEM.1524.ZS,SL.UEM.INTM.ZS,SL.UEM.BASC.ZS,SL.UEM.TOTL.ZS,EN.URB.LCTY.UR.ZS,SP.POP.TOTL,SP.POP.GROW,SP.URB.TOTL.IN.ZS,EN.POP.DNST,SE.PRM.CUAT.ZS,SP.POP.DPND,SL.TLF.CACT.ZS,IQ.CPA.BREG.XQ,IQ.CPA.PADM.XQ,FS.AST.PRVT.GD.ZS,FM.AST.PRVT.GD.ZS
TJK-2003,1555318261.4172,10.9999990780572,9293019173.13866,233.58124845289,8.88444644359714,9.27996380658809,9.13672029235099,515064022.052893,9.88951589347984,33.1163103288949,17.3832683353066,501801972.778827,13.5522193920007,32.263619943714,9.78301447270627,8872966274.99205,13.5058917014576,,,8.14687066829084,17.6482317154492,137.669592976856,,221771253.7,13.1532322426177,11.1684588566388,16.3034912049491,27.0864689117309,-8.15046296202619,9.663484311337,56.9918079601715,-4763700.0,73.7388163145293,63.9307766623262,-0.306284579701348,11.3102092402752,,2.03493399294115,85.677772758842,969455930.5,81101848.0,83985792.5,-9.80803965220313,1.1578305773794,994327044.095007,1146873275.89276,,5.65554621695935,68.9829566301039,9.21328153037183,11.1037562879037,9.83931168042677,16.7283333333333,8.26426891250473,83.5888604192044,91.8531293317092,100.98984962406,,5.517,4.184,2.957,3.85,34.5290842733007,6658575.0,1.92429974773697,26.5331204386766,47.5748428122321,94.2805044705653,77.2114992826189,55.008,,,,14.7507422606796
TKM-2003,5977440582.80171,3.26882855955344,22063453785.708,1228.94870289404,1.26454237644147,8.00320642519976,25.4187357966501,2324364573.06152,16.2000010850939,38.8856156889151,24.9049351200618,2164778330.07989,24.8999981569716,36.2158067502735,,21805515298.2645,,,,29.1557225822742,,63.201750694386,,103747566.4,,,,27.1543298649025,,,,,30.5950677552395,32.6066829391465,,,,3.78088241730494,32.4906274353972,1490161809.4,322855888.0,491568910.6,2.01161518390708,,1949045098.71003,1828801996.33736,,8.33246649173166,,,,,,14.0055550879556,56.8387223297702,70.8442774177258,96.2630132143759,,17.973,,,9.289,24.8163597741506,4863865.0,1.95992500636987,46.7000007629395,10.3501904538974,,63.7820708168489,53.071,,,,
TLS-2003,490439116.183565,-2.18226723759027,1242540621.14631,534.901171348385,-6.20634357279006,-21.0872120505525,22.3030813913249,49902883.2932346,-17.1970208210029,10.1751433861072,7.84324175731701,291243154.539942,2.49148598936912,59.3841610363994,-12.8894824581961,1677286420.63641,,,,-86.2767421440867,,122.311960519559,,,,,7.16515891441839,6.80045077237234,,12.5654362848444,41.1078939755812,,115.445892027485,6.86606849207387,,,,0.921419163129843,,,,,-108.579823535412,,33673885.6290853,566191812.529832,,,,,,0.774106517708139,,102.263339856932,84.013402287155,186.276742144087,208.579823535412,,9.951,,,3.54,,916878.0,4.20086521764908,25.2611540807581,61.6595830531271,,80.9919362002428,69.752,,,5.37532984627041,5.37532984627041
TON-2003,202246591.215502,0.0518054450729011,442034571.874097,1936.04104012389,-0.5132750153019,11.7438864795394,20.4410390934732,34519044.3743213,-1.02909735484693,17.0678003356506,29.8962404746506,98945617.9537819,-0.0570485070839482,48.9232561889516,3.49121076800176,443938563.112064,28.775935337124,,,-10.3424698873868,17.9516772020201,73.2160568173731,,9778911.5,,,11.6386219580735,11.3996785880956,,39.1839774593431,14.4755460008672,-12822927.5107195,53.8282272586825,19.3878295586907,-6.34024407217629,,2.48848693555347,0.0901243029612134,45.9910524452717,82864458.8,772613.8,3745141.4,-34.4403976999918,4.16663818905261,39211224.3931234,108865754.742419,,1.84382786523959,1.94265559168876,,,,,17.0822587139881,93.2602111733987,110.342469887387,130.78350898086,,13.865,,,5.18,,104464.0,0.566388827048018,23.0943621775072,145.088888888889,,77.5377712819293,58.025,,,44.6153575903784,44.6153575903784
TTO-2003,11305459802.0683,14.4409895389734,25090943424.7232,8445.04653518298,13.868403750776,,25.188354480181,5821909103.90621,26.5290986185338,51.4964380558951,27.4108385082629,5396816571.6192,3.89818719717239,47.7363739830544,,23579777694.4602,9.37688531523557,,,,,,,,25.6188790063089,22.0993691073361,3.8111062439687,10.4785614283141,0.622840512635647,38.3803713892285,0.389611908134706,984700000.0,,,8.70995091964198,5.60619022549794,1.99195790301957,7.14964286416839,,,,,,5.90482558019119,,,,,,14.2137185224182,16.4796317372313,2.91416666666667,11.1666666666667,,,,,,21.428,,,10.48,73.4170070772329,1338709.0,0.501588638492564,55.7188050758235,260.956920077973,,39.8258012224622,64.187,,,39.3387263436609,39.3387263436609
TUN-2003,27453902261.4629,4.70239953285241,71492709892.8304,2725.8643148859,3.66160593216975,-1.49076730359928,23.3233069103163,7017613302.1022,,25.5614419956351,31.8415147548692,15358280983.9358,6.23798991185993,55.9420691370868,5.22805495291894,68856375091.5913,15.8255361453236,,,19.8998111564687,20.2749528169456,82.390340709916,55.0213155722411,50884070.7,26.7894903486255,25.3697714654032,2.71259247474352,2.68475626739917,,53.2734534335118,4.7396479693325,-730485399.217412,42.9067768819332,39.4835638279828,-2.66077074311871,7.59858056547089,0.0197889536731763,1.96504647635127,68.7094407497616,14814493776.6,3264587000.0,1624356501.9,-3.42321305395045,2.79925372656101,10839779022.6767,11779584588.7099,,6.15603106590741,107.520579308459,9.46603720258345,10.0767765012647,,,17.2011579387785,62.8990309047527,80.1001888435313,103.423495753848,,30.664,,,14.51,27.8460444228057,10071632.0,0.999023084325491,64.6055972687544,64.8277033985582,,50.2584264600528,46.76,,,49.5788001954205,49.5788001954205
TUR-2003,315392899922.379,5.79909321038525,642639794461.037,4649.63668068586,4.57792705344551,,22.8567811256469,78353982150.5312,9.39464148230465,24.8432929751477,25.0508373590589,167614660616.903,5.21677570735784,53.1447158950484,,631397508642.156,8.13778623625219,21.6805768350615,31.1128754084667,22.8779472374181,21.4394238050065,46.3681553387846,,24258586557.5,,,21.6024384490573,23.2883921865035,,33.8441860628853,14.4368313894372,-7554000000.0,23.1734946135067,23.1946607252779,-2.39510781690365,,0.152191124187682,0.539644361182156,48.0065470233487,96810160529.2,27290000000.0,28302110919.3,0.0211661117711708,5.24559296762759,73154313088.6111,73087556674.8951,,9.13454864226026,76.7683386890548,,,37.6783333333333,,12.7773523588905,64.3447004036914,77.1220527625819,99.9788338882288,,20.253,12.772,10.18,10.542,23.271865672092,67831730.0,1.16094416683032,61.5845060653258,88.1355066720372,79.4269971130475,53.9106325504308,48.331,,,,13.9752404168364
TUV-2003,19456338.0318228,-4.34782608695652,26856121.0661838,2006.84249941442,-5.05818777047784,,,1856394.06607632,,9.54133333333333,,,,,,40492585.0987493,84.8429833480002,,,,,,,,,,,1.17302052785921,,,,-6289347.94635255,,,-32.3254454978408,,,-0.0563999939036809,,,,,,,,,,,,,,,,,,,,,,,,,,9695.0,0.745422232035146,47.4986511586165,323.166666666667,,71.2594947889066,,,,,
TZA-2003,15211487708.7684,6.67278983053497,49702556051.3793,422.18359375,3.89344253690891,15.045601750096,20.6843865054193,3535933398.64397,12.3275126462157,23.2451517323038,7.35594069822038,6998584241.74066,7.2608446552255,46.0085454870166,4.35496093221575,49141128640.3803,11.0012581852514,,,20.3874043879519,22.6168194987518,30.4488358249326,,483868981.2,,,5.30356621509782,8.41868264342142,5.62474851993463,17.5834285915061,17.9687421523589,-174205033.39873,15.3557130636034,15.0931227613293,-1.14522022259737,,0.0148391139855363,2.09316343526651,48.7014242494431,6015746701.5,824914215.0,88428239.0,-0.262590302274078,8.31761478545153,2295888513.70894,2335832405.26377,,0.587966906179532,40.4684881282375,,,3.04789465378034,14.5169608907399,10.3818846779113,69.230710930973,79.6125956120481,100.296982117467,,5.544,,,3.053,30.0030801712286,37089555.0,2.64525638066994,23.5202087261949,41.8712519756153,,90.0505133577548,87.232,,,6.19230392095948,6.19230392095948
UGA-2003,6606884275.23087,6.47325867166543,34791125984.3477,250.71543664681,3.163140555198,13.5169108561697,20.9841415782684,1498223839.52938,9.46878883972238,22.6767077659616,18.1493723824902,3074703541.32203,7.85333972185744,46.5378749382528,5.74860388793461,34344913233.9504,9.73230070139022,,,7.21604218571339,17.8039743979121,36.5857264641268,,279652124.1,,,8.68047651566884,7.8067408729751,10.3290387321641,19.5539584255384,17.9328258391295,-38435956.3553838,25.1990016301556,11.3867248339712,-0.581756161515947,,,3.06033199910157,70.7551744933996,4150224637.9,147835955.6,90865322.4,-13.8122767961844,7.46450142735087,752307732.519452,1664868876.21792,,1.40445504959116,13.6852625085089,,,9.84916317110295,18.9421408936285,15.7450533454078,77.0389044672715,92.7839578142866,113.768099392555,,5.331,,,3.6,43.066319332361,26352124.0,3.15822372497188,12.5904136719317,131.885911616035,,110.402331085896,74.163,,,,8.40008730792311
UKR-2003,52010355753.0461,9.51660986436364,278488976786.558,1076.48156738281,10.337484498259,23.8691745898131,21.9426366930468,15825039829.8194,14.2650804330075,30.4267094517856,26.5944407445069,25637539642.2967,13.6119302362213,49.2931441654198,12.2469598031993,265327384214.878,19.9306462144183,,,24.438715725334,23.9118063824341,102.590182257396,,3781675366.8,28.8065390652593,28.6413191646085,5.17967781908315,8.16433975330762,8.99608127369122,34.3725993455427,46.3777455385405,2901000000.0,50.0470516125543,52.5431306448415,5.57773535288709,5.41053475059517,0.0249950222638856,2.73791628490563,52.1994087018172,13068735481.2,9015001098.0,3889891438.2,2.49607903228714,3.10265862359196,27327869172.1698,26029649587.6001,,7.85007110536425,129.785504916657,3.05494073877203,3.17200061935914,6.9766,17.8948916666667,18.2398009770871,57.3214832975789,75.561284274666,97.5039209677129,,16.882,,,9.057,8.09271284902549,48315136.0,-0.746752569088852,67.419679868405,83.3968584941485,,43.4992725559268,56.51,,,,23.6964112500766
URY-2003,12045638351.8507,0.805283915893824,33806826336.5553,3671.12329256883,0.734039111911073,8.27122758418899,15.2063088501279,2781794956.53874,1.29389458163607,23.0937944115791,19.0078698914027,7108049450.58938,-2.3201881388197,59.0093214071737,-4.67585367194881,32430008208.8031,11.6858808688474,,,18.3119495112124,14.9256776601214,51.7591995826472,105.602780852245,,24.8685500908816,27.9127259961418,19.3797301743995,16.5416351537692,36.3812989440391,58.4082038166213,15.1960748980011,-87260665.355065,24.3267794460664,27.4324201365808,-0.724417111042172,4.90843989758285,0.0115093667609975,3.34326299269857,,,,,3.10564069051434,7.22797443447283,3304410120.8128,2930315874.72552,,,,21.0687919245888,18.7710189038298,29.6879341666667,58.9409958333333,11.9890885893952,69.6989618993923,81.6880504887876,96.8943593389155,46.9659935124893,38.091,14.687,19.27,16.661,53.3124779638241,3281186.0,0.0707006512477159,91.6260094228609,18.7474917152325,91.2440338134766,59.703312305219,59.113,,,43.186543114802,43.186543114802
USA-2003,11456442041000.0,2.79560596320081,11456450000000.0,39490.2749557007,1.91588247508415,4.12540499316512,21.7456431157622,2376006127000.0,,20.7394766935216,22.2872763085885,8546975401000.0,,74.6040993391519,2.67303561324799,11514946000000.0,4.80146452128331,124.526145193632,140.052935654702,17.1895780029461,17.4287269368118,22.6273130062789,56.4292821179909,,16.7774409639681,20.6606326076555,2.27009497336115,1.97419763134899,2.10671171585721,72.1575084040684,4.40369366436937,-522297000000.0,13.5916543236323,9.03565868264667,-4.55898086099347,1.11600546589448,1.70400198684163,1.02218472001084,,,,,-4.55599564098558,1.19878399570069,1035165000000.0,1557120000000.0,,,,11.0562767239624,8.98132611038214,,4.1225,15.2436331781727,67.5667800901678,82.8104219970539,104.556065112816,186.883976356929,12.362,7.232,10.321,5.989,7.76749552318827,290107933.0,0.859481712840946,79.7773350255284,31.6645346171981,99.5328355020932,48.87487974038,65.22,,,177.400242504993,51.4631015367861
UZB-2003,10134453435.4603,4.23262738154364,78348597178.3527,394.164028897235,2.97071220194471,,20.8,2072085984.31033,3.17697007823938,20.445956928078,19.4393000601376,3793110548.3147,3.20968200042502,37.4278748476229,,77507417711.4478,,,,26.8158980089395,,70.4592746850874,,433730837.8,,,,26.7651832011081,,,,,32.221688338074,38.2375863470134,,,,0.815041487200325,53.1856050629554,4647659239.8,246985000.0,814530100.0,6.01589800893946,,3875170383.182,3265492000.74124,,8.1302978074138,,,,,,17.4,55.7841019910605,73.1841019910605,93.9841019910605,,18.882,,,9.22,16.7614400973242,25711259.0,1.21806027288929,49.9566881481443,58.9874184689718,,63.6048706178502,56.135,,,,
VCT-2003,509090888.888889,6.69133665352797,894111156.349149,4499.61454193342,6.88559351311582,,,79979740.7407407,12.7654693305283,15.7103068403561,20.7720764869799,338406037.037037,6.69859026364446,66.4726170557917,,850203738.057338,49.1284727544327,,,,,,52.4828063154553,525439.0,23.1517998605212,19.8255365010134,0.205981708824254,-2.17349074233006,14.3170551321309,69.4807227902403,2.25651489042948,-42811297.7046155,,,-8.40936238282576,41.1901227988089,0.0538725315721171,6.85125115746727,41.065325399713,195528873.1,3218419.0,13776568.7,,2.114075800805,,,,2.83902003768443,6.28699574906162,8.62721281098651,10.2168352837133,4.56088983685506,11.8323845219297,,,,,,40.35,,,19.985,,113141.0,-0.181908142422976,45.236152710942,290.105128205128,,58.7765584215106,65.372,,,46.3766420519832,46.3766420519832
VEN-2003,83620628582.1082,-7.75530004959877,320015481149.77,3229.50557082079,-9.38351088983944,-35.4980333836942,15.2174422722,40841742461.9985,-9.79234492149288,48.8417070697997,19.9924708756272,34722763518.5647,-3.59349543400246,41.5241598961074,-4.58608146740303,313177374521.577,5.26425126746999,,,32.3472137108851,29.7549376365183,50.577007378194,,,,,,34.9337557387369,-7.21866989625879,24.276027745205,62.4050738989221,11796000000.0,16.7236179697545,33.8533894084396,14.1065670038791,,1.01769146492889,1.88111477594963,,,,,17.1297714386851,13.8334931757829,28308417019.686,13984394467.9791,,,,,,17.2083333333333,25.1933333333333,12.8707769572649,54.78200933185,67.6527862891149,82.8702285613148,,27.914,,,16.78,12.5696255935109,25892703.0,1.78086326604433,88.522274342774,29.3551419987529,76.2,60.2656616560146,62.538,,,8.90612621463873,8.90612621463873
VNM-2003,39552513231.9169,6.89906349055258,257768437989.974,497.117089249256,5.83556100746738,11.8621458163129,35.444857957463,15611380061.0507,9.38022080256542,39.4700078083864,15.9419360062358,15025032910.083,6.5411355848146,37.9875554860028,4.44186179927183,254540137549.71,18.5120979723016,,,27.4225967204777,31.4932205734823,124.327954439125,,409451603.7,,,3.23464817293927,7.10960246291481,2.21305791691824,61.6291652199145,33.0520443309966,-1931000000.0,67.6546965243715,56.6732579147533,-4.88211706972335,,,3.66601229989583,40.0605772555549,14361148270.9,822397850.1,837275929.7,-10.9814386096182,2.69483955307833,22415697835.6912,26759132794.8152,,2.15107817355939,13.2129486354,,,6.62166666666667,9.48,6.32006559696663,66.2573376825557,72.5774032795223,108.022261236985,,4.718,,,2.25,23.3653740929429,79563777.0,0.999847904782733,26.1745407830283,256.599403360531,,54.6563872611096,74.096,,,48.37235081336,48.37235081336
VUT-2003,314471413.001776,4.28833511695458,415616037.999619,1566.51396790858,1.75159744658461,-9.98075336816056,16.8458035133377,25755147.3446087,-4.55538221528862,8.18998048145738,8.51458438711853,193896075.909905,6.83825068005859,61.6577748861418,1.59685676856918,396594933.312758,54.4763079163571,,,14.9095640858816,12.6196355904542,91.5679895901106,,24171889.1,,,3.01624129930394,0.798742786184519,,90.3224437215355,-0.858614629187887,-22153326.7014929,48.2914769030579,43.2765126870527,-7.04462338564548,,0.214045361281375,5.72730354776944,53.7012144733508,81974338.5,55000000.0,2522978.0,-5.0149642160052,2.75214814324924,136092260.944868,151862889.776473,,0.840770427625857,125.523500509212,,,,,15.0631099544567,70.0273259596617,85.0904359141184,101.936239427456,,14.335,,,8.659,,200746.0,2.4624992109609,22.4641372404641,16.4680885972108,,78.8287485746864,77.092,,,38.5449707221861,38.5449707221861
WSM-2003,333426188.41876,5.21262892634149,703187363.517634,1798.12429714048,4.66849415235475,,,103390094.952221,8.47162658194578,31.0083906253848,22.8753601445693,197767498.446099,5.53172071988295,59.3137267903253,,651797433.302871,,,,,,76.272148769255,,1696977.7,,,0.115830115830107,2.54749820051703,8.51719312456674,36.5983961383042,13.9600047192072,,45.175968218304,31.0961805509509,,,-1.5130785088974,0.817062394804595,54.5562162116784,166913880.1,0.0,5388222.2,-14.0797876673531,,103682809.554851,150628508.911562,,1.74342873985287,0.0,,,4.52,11.2816666666667,,,,,,12.249,,,5.038,,185430.0,0.518518278484343,21.7806875309864,65.5229681978799,,81.1352824530385,55.698,,,,30.166656878551
YEM-2003,11777532662.0499,3.74739818489111,61024726379.1991,548.905883049973,0.743278418900516,16.3360249045113,,5407549420.63296,5.49473656557326,45.9141110094936,12.7554084915677,4280063371.67817,3.20409599450311,36.3409170196537,,55705695711.3146,,,,19.2203768568847,,74.3826165968098,,444096994.2,,,10.8323607023242,10.8923428389302,6.40951122422722,36.3074977043499,19.6500500510272,,37.9436097292984,36.4390068675114,,,0.415180338727155,-0.756584613746177,50.9779736567886,4816297928.6,220237146.0,177672737.8,-1.50460286178705,,4291615935.54775,4468821029.02886,,1.65261890114092,4.39787241610766,,,13.0,18.0,13.7258586471956,67.0537644959197,80.7796231431153,,,19.601,,,12.014,26.2743212158974,21456379.0,2.93835979043048,28.0277061455611,40.6393904956721,,101.435512483599,43.048,,,6.3663977917327,6.3663977917327
ZAF-2003,197018965308.697,2.94907546754213,443236349881.91,4062.21755993786,1.92822490144245,11.4410329937619,15.6571145272722,52984050402.7298,1.10615919346037,26.8928680646111,25.2583294351287,123288442670.074,4.50142346789848,62.5769415025101,3.40651206296454,432866503908.892,8.47716034276148,132.346786813873,24.900501290895,21.23064903318,18.3856021936131,45.723862568979,,327448349.2,22.7024907610567,24.7704671599849,5.67942414068799,6.39576358713289,8.04784838936572,53.933693311777,13.3506016752208,-1541574878.82416,21.8085892075755,23.9152733614034,-0.782449992267882,2.35616987238506,0.280452001841072,0.397492744432543,20.8478699394955,28590846310.9,11195000000.0,4415108840.0,2.10668415382791,1.92764823872227,47117624127.3835,42967056805.1894,,2.29464110701915,137.293080260339,13.6712239573743,12.5691941140716,9.76083333333333,14.9583333333333,16.8663209712168,61.9030299956032,78.76935096682,94.4264654940922,113.798648673036,43.796,32.795,37.183,22.679,12.0066508814258,48500348.0,0.996556488051653,58.3724341232066,39.9808324196886,70.8405990600586,59.455252163521,56.504,,,102.767701183828,54.0606206630165
ZMB-2003,4901869764.05957,6.94497398221223,21332505255.3822,446.290104839041,3.67685887625342,,,1183064945.99612,11.5173145609593,24.1349730396824,5.59665806243805,2437238434.05543,7.03289293610914,49.7205872731509,,20709889342.7579,11.5955753081712,15.4155462378951,0.13301046975594,,,62.3128446757629,,960220440.3,15.334676882686,15.7437951637883,21.4015783901995,17.6077236839923,19.5253414742067,18.2306925769917,24.9776016863202,-663221346.97218,36.6288806449202,25.6839640308427,-13.5299667044381,8.83879918887835,,7.07893144253237,144.62151406803,5832884114.7,89147742.9,559291457.6,-10.9449166140775,1.49119423147485,1258994467.03981,1795500025.24681,,11.752777129096,35.9859348160174,19.7480418652831,26.0257717943419,21.95,40.5710333333333,,,,,,27.737,,,14.704,30.8671766994664,10983595.0,3.10355045228564,36.3858560115875,14.7750104252142,,98.4754018940788,59.391,,,,6.00067255828239
ZWE-2003,5730500000.0,-16.9950733355763,33125003122.0663,468.471932927213,-17.9767611752894,,8.00104702905506,,-16.6338717588541,,13.2347275202499,4261250000.0,-12.0780482169275,74.3608760143094,,29666370573.7701,,,,2.34272751068842,,70.4519675420993,,316710730.0,,,,8.80275915705727,,70.1906733775518,-58.1723798535869,,38.055143530233,32.3968240118663,,,0.00349009685018759,0.0663118401535643,111.628498516355,3631482510.4,864469152.6,79695307.1,-5.65831951836663,,1856500000.0,2180750000.0,,1.84757869711371,635.209198445168,,,35.9166666666667,,17.9172847046506,79.739987784661,97.6572724893116,105.658319518367,,8.951,,,4.738,36.1106520697361,12232323.0,1.18973560223894,32.6003372313948,31.6203257076386,,81.1534991009947,65.519,,,53.1683069517072,53.1683069517072
ABW-2004,2254830726.25698,7.29372807096192,3335469123.95673,23700.6319899197,5.02691151582482,,28.4513918843887,351674860.335196,,15.5965082540353,,1723966480.44693,,76.456580991723,,3225525867.86741,84.203573358453,,,25.3515791174107,17.2483336211491,132.430929795173,,,,,2.52912946932762,2.80990970893053,6.60450953637949,56.6208316991428,3.21575357933246,270888268.156424,67.7653712810757,64.6655585140977,12.0136853291022,,-0.361731126244906,-4.68763897846137,,,,,-3.09981276697801,0.93701780023919,1458098882.68156,1527994413.40782,,,,,,3.1,9.6,22.8866788053061,51.7617420772831,74.6484208825893,103.099812766978,,,,,,,95138.0,2.13535781849357,65.0886533661558,528.544444444444,,42.6913039565648,,,,51.7852298243845,51.7852298243845
AFG-2004,5224896718.67782,1.41411799339429,22892320780.0904,221.763653873013,-2.14821228495553,,,1370322677.06576,17.4760758595733,26.2267897500666,13.1851590500524,2148001821.45191,12.7878432745193,41.1108953364243,,23184760643.0288,,,,,,,,,,,,11.2714320572149,,,,,,,,,-0.0133973940096779,3.577104200584,,,,,,,,,,,,,,,,,,,,,10.111,,,7.794,62.0061059603344,23560654.0,3.57583485398158,19.3993593959593,36.1232295355933,,110.285308007212,46.506,,,,
AGO-2004,26997977896.5924,11.4198633904585,88736815277.8388,1451.47117872493,7.48604694407922,24.9346227825483,32.7033343298252,13579409733.7527,17.3697169753504,50.2978770697738,8.67996009269596,10721887206.3609,8.23583945985229,39.7136676214341,16.7250418613077,80557416841.4583,18.9847396028387,,,44.4056496303315,35.2122967921331,90.3860384733605,,423985126.3,23.8315055002295,14.0846970565101,43.5421067519686,33.3823237230961,36.7003974568589,11.823711826558,48.5519653338355,681237662.030001,39.3418615864269,51.0441768869336,2.52329142811835,4.6389132320074,2.90109134469237,8.13849032848245,46.5316387283025,8180879840.0,1196323951.4,1885180263.9,11.7023153005067,1.25835735524016,13780895593.4318,10621507095.2115,,7.69165778302918,86.7160212773566,3.25719581869961,5.5877806237861,15.4393455269742,82.3341666666666,15.0796361845263,40.5147141851421,55.5943503696685,88.2976846994937,,38.086,17.843,31.376,16.313,35.5195064909315,18600423.0,3.59445752400652,55.0445280863936,14.9197264779017,43.1104129319875,92.303774744203,77.284,,,,3.97699397276732
ALB-2004,7406645793.44038,5.26626173860785,16935092961.9811,2446.90949947798,5.70712308403314,2.85983120761387,36.3319472329288,2053861042.98602,7.11687149566509,27.7299752177294,17.3012615655709,2930061582.38093,4.54098114209374,39.5598988272926,6.4241170819991,17322177340.6238,29.1036629545616,,,14.3975133717522,31.6642389460702,65.0379383187697,,169099897.6,23.8150713458864,22.1108409622779,2.28001916938098,3.09536654638973,8.40596001388614,66.1759603765893,13.4612186361763,-357925427.32632,43.4861860965483,21.5517522222215,-4.83249013532297,7.56435479675994,0.183671566665206,4.60782278585291,21.178413528974,1434136801.2,1227000.0,75727667.0,-21.9344338743268,5.70166303124624,1596261949.37986,3220867773.24765,,0.999581261021947,0.0884061270020615,15.4899942116556,16.9042738568665,6.60669485084465,11.7615218344486,11.1885774385069,74.4139091897409,85.6024866282478,121.934433861177,,26.605,,,16.306,26.797686621539,3026939.0,-0.417931377925999,44.9784925669394,110.472226277372,,54.5211229067505,57.496,,,,9.43112617854333
AND-2004,2900244053.52758,8.13567633837351,3174958697.51878,39021.1107100919,1.09540001410325,,,457668778.811875,10.1273834955297,15.7803540103879,,2169215421.3966,7.93041391721655,74.7942373593759,,,,,,,,,,,,,,3.04242399802695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74325.0,6.73220754538658,90.5157699584961,158.13829787234,97.7652435302734,37.3267802372418,,,,,
ARE-2004,147824370319.946,9.56643663767056,436968248894.769,33376.7152295209,3.71551069282259,2.88915481459213,19.9785190602061,76393192648.0599,9.35979229655469,51.6783480847693,37.225420527623,68969366916.2696,9.90686126738227,46.6562900061707,11.1955772541788,439060989433.053,,,,30.4915083857539,,116.622612523831,,,,,,8.50142205885291,,44.9240631072879,23.7397004505419,,53.0548827099662,63.5677298138648,,,1.49366440406348,6.76715211324682,,,,,10.5128471038986,,93968596324.03,78428046289.9932,,,,,,,,8.74669751420651,60.7617941000396,69.5084916142461,89.4870106744522,,7.362,,,2.965,32.859689685953,4428967.0,5.48794157690806,81.4729199268812,62.3622500704027,,24.2034056488981,76.058,,,,37.7234589277655
ARG-2004,164657930452.787,9.02957330068152,470358838992.398,4242.02099089422,7.92951713016532,29.613408721586,17.5512703642799,47449347396.6465,10.8153351886694,28.816922006834,20.5642297662723,78767394915.4843,6.87726660954016,47.8369882937827,0.529443240597644,418093841970.64,7.09409499310412,24.6534557360052,2.76418511242315,24.5538630826976,13.7828348747865,40.692646108947,,14584967621.2,16.7347777696665,16.8763416365527,,18.3633542492033,,28.3256464652642,21.4273104900815,3211790000.0,16.8450266849578,23.8476194239892,1.95058324319273,15.7995448676603,0.410542023782955,2.5050175164097,114.783966038451,126865943075.4,26548725130.7,12902482290.0,7.00259273903135,5.77837779911896,39266996605.7973,27736672323.6712,,8.81548392467654,135.042097493229,26.4570519590906,26.3142537893684,,,11.114636067696,64.3315008496063,75.4461369173024,92.9974072815823,,29.544,15.534,14.753,13.522,37.6779253097461,38815916.0,1.01407652046238,89.9397208794212,14.1835268152403,,58.9908808603745,61.943,,,9.68251819633223,9.50128495325813
