COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING,GEO_REGION,ADMIN_REGION,LENDING_TYPE,INCOME_GROUP,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.PP.CD,NY.GDP.PCAP.CD,NE.GDI.TOTL.KD.ZG,NE.GDI.TOTL.ZS,NV.IND.TOTL.KD.ZG,NV.IND.TOTL.ZS,SL.IND.EMPL.ZS,NV.SRV.TOTL.KD.ZG,NV.SRV.TOTL.ZS,NY.GNP.MKTP.KD.ZG,BG.GSR.NFSV.GD.ZS,NY.GDS.TOTL.ZS,NY.GNS.ICTR.ZS,NE.TRD.GNFS.ZS,DT.DOD.DIMF.CD,GC.REV.XGRT.GD.ZS,GC.XPN.TOTL.GD.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,FR.INR.RINR,FM.LBL.BMNY.GD.ZS,FM.LBL.BMNY.ZG,BN.CAB.XOKA.CD,BN.CAB.XOKA.GD.ZS,GC.TAX.INTT.RV.ZS,BM.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,DT.DOD.DECT.GN.ZS,DT.DOD.DLXF.CD,DT.TDS.DECT.CD,NE.RSB.GNFS.ZS,FI.RES.TOTL.MO,DT.TDS.DECT.GN.ZS,DT.DOD.DSTC.IR.ZS,GC.XPN.INTP.RV.ZS,FR.INR.DPST,FR.INR.LEND,NE.CON.GOVT.ZS,NE.CON.PRVT.ZS,SL.UEM.1524.ZS,SL.UEM.INTM.ZS,SL.UEM.BASC.ZS,SL.UEM.TOTL.ZS,EN.URB.LCTY.UR.ZS,SP.POP.TOTL,SP.POP.GROW,SP.URB.TOTL.IN.ZS,EN.POP.DNST,SE.PRM.CUAT.ZS,SP.POP.DPND,SL.TLF.CACT.ZS,FS.AST.PRVT.GD.ZS
KGZ-2005,2005,KGZ,7,ECS,ECA,IDX,LMC,2460246766.41401,-0.175515404044219,12315965409.7066,476.548193640077,,16.4182074783546,-9.84883251152991,19.9674526656306,21.8701459526446,8.38398018924326,42.4302670387872,,22.3422636000723,-2.05472392248898,14.6999974556414,95.0840046303638,299008992.5,,,4.3386739184431,7.12862226955437,13.4139691077023,21.1482066260188,9.89951564297463,-37440749.149605,-1.52182901572015,,,1.73012109521201,95.1289910008908,1825306694.6,142600517.4,-18.4728917573182,4.89707406550851,6.01145412823828,21.6025197233362,,1.97090814316168,21.4988225662995,17.5098514160667,84.5448725064223,5.356,,,2.816,43.7627155470401,5162640.0,1.1283845920008,35.3030968124082,26.9167883211679,,60.1019662934415,64.814,7.94670492927595
KGZ-2006,2006,KGZ,7,ECS,ECA,IDX,LMC,2834168889.42019,3.10289874199981,13089706552.7888,543.113512472219,,24.195760812161,-7.04884638697504,17.5544661208558,23.715911188385,9.39316653757129,43.3774662763917,,29.5823771635008,-13.1129937495661,10.9297469419006,120.749981766273,290546267.4,,,5.55212333162542,9.39161779468316,12.5060712286622,28.1595123378626,50.178065370903,-286120441.192982,-10.0953913600934,,,6.422443742837,93.1834816644595,2099112476.9,101388433.7,-37.3087545617271,4.18707929971088,3.63912156278961,25.2698022620225,,1.87889237746455,23.0722114342722,17.9873304153511,95.125663334215,5.626,,,2.962,43.6506114029016,5218373.0,1.07375909231552,35.2997926803498,27.2073670490094,,58.648586037128,64.498,10.5575505645426
KGZ-2007,2007,KGZ,7,ECS,ECA,IDX,LMC,3802570552.56105,8.54287477507607,14592873714.8541,721.771577544361,,26.6429970323691,10.2963394276876,16.6822999949964,24.3693014228601,12.4681608457336,45.5406958675158,,33.9049327252876,-4.5894330915864,20.867093382643,137.058387838563,283735458.3,,,10.2301032660484,14.8765522207783,7.2617270844158,30.5782720540925,35.4005795240882,-227620109.861771,-5.98595362572479,,-0.0268989091947579,5.46786640053175,76.7242289581745,2275761802.1,194082966.3,-31.2324301239555,4.26351561828749,5.17268975947953,27.1355445875601,,2.15270815814294,23.2185739270376,17.1030256304366,87.4864074611498,5.9,,,3.094,43.5922628746837,5268385.0,0.953819648780638,35.2954926466692,27.468117831074,,57.0648841045437,63.364,6.3510543411204
KGZ-2008,2008,KGZ,7,ECS,ECA,IDX,LMC,5139958909.17936,8.40161604861429,16123695426.1079,966.388569370494,,28.9489600349802,13.9541569761078,20.4289120967446,24.5749576906296,10.827994548703,45.8087821868921,,33.3915735422918,-10.0592099978776,14.6358521160326,146.106082230139,295043330.0,,,24.5201024234102,22.2159884113739,3.01911801387191,24.8692419159336,7.7490346389849,-713239578.241396,-13.8763673181829,,-0.0024891113384489,7.33453630196803,73.5437727684918,2942209054.0,336039195.2,-39.0081700328578,2.99313337382866,6.81170813105249,31.9027412959939,,2.4523293730524,25.9058333333333,17.5207016898068,92.5385083080707,6.154,,,3.207,43.5375425421052,5318729.0,0.951050106115373,35.2897130588983,27.7305995828989,,55.3380271036174,62.286,13.7738524922404
KGZ-2009,2009,KGZ,7,ECS,ECA,IDX,LMC,4690061380.60253,2.88629457537731,16691390973.8752,870.198894546917,,27.2703554118343,-0.317929262421686,23.6357293329934,24.6197446833411,2.43919222902728,49.8977502063632,,29.5211564912122,3.28789615893619,25.1569630965751,133.379153167955,299977472.1,,,6.83656248105368,4.03530386157287,21.7404009845759,28.3973532233806,22.2231811290706,-202340394.284976,-4.31423765842019,,-0.0056971535832154,4.03784480909439,91.3533289075321,3395038012.3,269201742.2,-23.9824592528982,5.05220214099794,5.97076864727396,26.7492340269122,,2.81254297467993,26.6529960866008,18.4315502857776,78.2805535552862,6.424,10.537,16.252,3.343,43.4718519102837,5389643.0,1.32447839254888,35.2815523593591,28.1003284671533,97.9721069335938,53.8306951096295,62.06,13.7282828488358
KGZ-2010,2010,KGZ,7,ECS,ECA,IDX,LMC,4794361863.01353,-0.471566596791618,16814571636.6724,876.954476440354,,27.4015935976563,2.52583468378242,26.2652737926744,24.6009151697369,-1.1987682758848,49.3384967869844,,29.2309415019656,-2.72261154344094,19.9333661406826,133.232850492333,307148194.1,,,7.96772225579684,10.0339035419669,12.4380443270698,31.4130510876697,21.1451258810398,-474562170.601211,-9.89833859355209,,0.367429503723931,9.86092233978431,91.7410935375773,3616408663.4,524725400.9,-30.1242051410972,4.98836083860494,11.6884567461992,11.3312741999509,,1.96320356199499,23.7199692393219,18.1270712390519,84.595540304389,6.734,,,3.503,43.771828370788,5467059.0,1.4261662918386,35.267768240398,28.5039572471324,,53.1417387548341,62.342,13.6444808173144
KGZ-2011,2011,KGZ,7,ECS,ECA,IDX,LMC,6197765984.28468,5.95627429693504,18183659161.176,1117.40174350185,6.3315707714068,25.4729638297404,7.30970307586003,27.4490880946162,24.0787394544621,7.23142111365422,47.8653557076126,4.06963046157681,29.4318120494595,-1.62992225927492,17.4056258531103,136.179840420492,311902373.5,,,16.6363262731495,22.4818422448936,1.05898880178791,27.8139495276393,14.9081758946153,-477060803.448514,-7.69730261933363,,-0.061668995081316,11.0646449339785,99.1762629048855,4993261161.2,418838165.4,-27.1028860890153,3.9589255017717,7.56180354412267,10.2694391903081,,2.2005672032972,23.7789112384906,18.2274429340139,83.402479325261,7.085,8.79,10.606,3.644,44.0750982359976,5546587.0,1.44419717615299,35.2466507961984,28.9185974973931,,53.4057245301169,63.299,11.4882726388139
KGZ-2012,2012,KGZ,7,ECS,ECA,IDX,LMC,6605142884.36215,-0.0881501998439376,20283491468.0054,1168.62244675446,42.4228448728291,34.961073696667,-11.3641285492649,22.2571297250342,24.8110056917866,6.27161869523138,51.0390815511772,6.10980408557731,34.9803269950476,-15.9064622076179,12.7408456529322,139.675937840309,320769004.1,,,2.76844236540957,8.65631680881187,13.1975919145231,31.7259312904188,23.8293793587303,-1025463795.85854,-15.5252325924145,,-0.244235443236106,3.95036874399421,93.7846806920141,5501521878.4,357294444.6,-50.8675359042849,3.7465425740483,5.55163410853639,10.3326999680802,,2.31594108727335,22.9963340905902,20.1058519740794,95.8006102335385,7.548,8.357,15.074,3.786,44.1952677584648,5652076.0,1.88401276584283,35.218916221918,29.4685922836288,,54.4404735783782,61.505,13.3711059406232
KGZ-2013,2013,KGZ,7,ECS,ECA,IDX,LMC,7335033800.59056,10.9154694528045,23114163150.7939,1269.66303464348,5.07756750490924,33.8988355585277,30.1858123354284,24.843594671242,23.5250961174818,4.80216982426214,49.6332622937347,4.14673053251369,29.5540936229287,-15.6276421720779,9.11687113446752,134.026785643922,333225010.8,,,6.61375202358082,3.17518813604272,17.5905886868653,34.0344773190151,22.7643015185903,-1010431639.03443,-13.7754189892496,,-0.0960595437124326,8.34375023535304,98.5990223853721,6174203176.5,400667579.4,-49.5264777306057,3.78093773779976,5.79666725762305,13.7495759524205,,2.33240992769718,21.3243111079534,18.4469910620701,97.1806511100078,7.654,7.834,14.976,3.881,44.1861609205128,5777150.0,2.18875701963339,35.1850529225105,30.1206986444213,,55.6741442388454,58.5,15.6624944687285
KGZ-2014,2014,KGZ,7,ECS,ECA,IDX,LMC,7468102412.68237,4.02403863083252,24971077860.1925,1264.52668823891,15.6931870048059,36.7567270785188,5.71815376135747,23.8882289228189,23.4612248524731,4.48151463056617,50.6119382870719,7.80771270322707,28.756709995884,-13.4721508183302,11.5268515908218,125.126181075833,307971035.5,29.448606667432,25.9976655502703,7.5342472977589,8.41522543621389,10.8087183257949,31.0903545833404,3.02214259411503,-1301273206.34081,-17.4244156605429,10.7622040814075,1.50741371474532,4.59301012553734,101.757857315114,6664347394.1,418775938.6,-50.228877896849,3.45867759795153,5.84939605316146,15.9813959626521,2.39513444851133,2.49038830577952,20.1335217758898,17.4733337659161,95.9988170524141,8.129,7.686,13.424,4.02,44.1790327141999,5905848.0,2.20325649556304,35.1455493029297,30.7916996871741,,56.9069668645722,59.18,20.0519633598482
KGZ-2015,2015,KGZ,7,ECS,ECA,IDX,LMC,6678177511.66313,3.87582544512439,25086544783.7459,1105.65193844261,-2.30191058183341,34.6714692626578,2.89849310807347,25.0780623169816,23.761931027867,3.54336064663285,52.1498322606782,4.52703460716496,28.5899670226333,-8.30194657522346,12.1732222555148,110.961570714633,305629807.6,30.066013239815,27.2419483499478,6.50331838993384,3.42728750288953,19.5333606473613,33.2512000930336,14.9029746661774,-1052430545.33283,-15.7592478411185,6.95145709121553,2.02091064162788,17.1312307587207,120.298263428398,7062611233.2,441541172.1,-40.5823697401144,4.15506229543081,6.88029165826481,19.7910391606256,2.94088512243758,2.45836864142959,23.6301125786122,17.755373303036,90.5465732721874,8.508,7.33,11.058,4.138,44.1592334726502,6040036.0,2.24669257424341,35.1008937681291,31.4913242961418,,58.150156918583,59.511,22.8152642735408
KGZ-2016,2016,KGZ,7,ECS,ECA,IDX,LMC,6813095379.1187,4.33585592190116,28429771863.0656,1103.27489428412,8.08859883245509,33.9391792937351,7.06698138235214,26.5464240007793,24.799996939054,3.18909395482996,50.1483211681284,7.79565992852022,27.6755627226212,-0.233576973332841,22.4550169419783,105.823574017406,301954389.5,28.1308467721619,27.0350965882562,0.388838296895799,6.05056427055605,17.4268792752423,34.4334649606946,14.5829421335259,-792242626.367779,-11.628233310749,9.59825012458896,0.590801944786611,9.08868385870298,123.520841603547,7309705575.5,734103753.3,-34.172756267068,4.60324965025459,11.3721174633605,18.3948025470421,3.56258397156939,2.42149745998442,24.5318680766991,17.4341508597379,82.7994261135949,8.925,7.265,10.662,4.294,44.1605264458759,6175338.0,2.21536456642779,35.0515747230627,32.1967570385819,,59.0639463884673,59.215,20.6133934551959
KGZ-2017,2017,KGZ,7,ECS,ECA,IDX,LMC,7702938379.42036,4.73993722377884,31241590663.088,1221.39046807082,6.85729380665319,32.9020914624365,8.56243114974295,27.3080934715766,24.7821784294167,3.30758595692895,49.9324474240762,7.68559066323304,22.582600513168,0.790328378849399,26.6696732834832,100.617445813258,320961404.5,27.9702350173627,26.0497698575071,3.1753098637994,6.32714586262388,12.6891774226794,36.4560773289653,17.908652291789,-535561906.018105,-6.95269622627314,10.1906597307395,-0.377374172921625,-1.39184288798722,110.883039410088,7452319228.9,649172255.8,-32.1117630835871,4.74499564813096,8.85475799188403,16.3494603011619,2.84889766830014,2.75319573753385,19.8191860496034,17.1301720323853,82.0794995887653,9.3,6.865,8.569,4.425,44.2134301790077,6306696.0,2.10483082494568,34.9980805726839,32.8816266944734,,59.488277666114,56.868,21.4014706830143
KGZ-2018,2018,KGZ,7,ECS,ECA,IDX,LMC,8271106235.41552,3.75791013557165,30789434119.8894,1283.5203037417,16.009329812499,36.0166291525462,5.93216477338827,27.4785136821163,24.7584809399155,2.87745941171013,49.7676969702079,6.23503188732208,21.6760214410416,0.344529261013977,26.5794145632991,98.8755599017608,284688080.2,28.0042382526007,25.4852528760826,1.54266145238436,3.44744511589256,15.5303370528364,35.8405813769544,5.52274835434654,-961727512.982344,-11.6275560440076,10.845405623013,0.0599037161291048,1.74369178553725,101.791028770854,7421772841.1,678517253.0,-35.6720998915322,4.20270055640122,8.46020355937757,21.2003688719681,3.44929046313783,2.41963009776535,19.5131820149386,17.1697001118399,82.4857706271462,9.559,6.199,6.453,4.559,44.2490048271932,6444079.0,2.15497985981547,34.9408997219466,33.5979092805005,98.8703689575195,59.9520249168602,58.46,23.3748120920843
